job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI06729,Data Analyst,121602,USD,MI,PT,Austria,L,Austria,100,"Data Visualization, Excel, Tableau",PhD,13,Government,2024-12-01,2024-12-31,1472,7.2,Machine Intelligence Group
AI06730,Machine Learning Researcher,75599,USD,MI,FL,Austria,L,Austria,9,"Python, Statistics, Experimentation, Academic Writing, Machine Learning",Master,3,Telecommunications,2024-11-10,2024-12-24,1544,6.0,Quantum Computing Inc
AI06731,Research Scientist,135225,USD,EN,PT,Canada,L,Canada,54,"Experiment Design, Data Analysis, Statistics",Master,5,Gaming,2025-02-09,2025-03-30,893,6.7,Machine Intelligence Group
AI06732,AI Consultant,166804,GBP,MI,CT,United Kingdom,M,United Kingdom,53,"Linux, SQL, Data Analysis, AWS, Python",Associate,17,Technology,2025-03-05,2025-03-22,1631,6.2,Predictive Systems
AI06733,AI Architect,199594,USD,SE,PT,Ireland,L,Ireland,89,"Microservices, Cloud Architecture, Security, Kubernetes",Associate,17,Finance,2024-01-12,2024-01-26,1289,7.5,DeepTech Ventures
AI06734,AI Consultant,76742,USD,MI,CT,South Korea,S,South Korea,0,"SQL, Data Analysis, AWS, Machine Learning, Linux",Master,7,Automotive,2024-10-13,2024-12-10,914,6.6,TechCorp Inc
AI06735,Principal Data Scientist,76941,USD,EX,PT,United States,S,Norway,63,"Data Analysis, Research, Mathematics, Experiment Design",Associate,1,Automotive,2024-05-09,2024-06-10,1317,8.6,Cloud AI Solutions
AI06736,AI Architect,169273,USD,SE,PT,Norway,M,Switzerland,46,"AWS, Security, Cloud Architecture, System Design",Bachelor,5,Energy,2025-01-16,2025-02-18,2053,8.2,Advanced Robotics
AI06737,AI Specialist,108226,EUR,SE,FT,Netherlands,S,Netherlands,100,"Machine Learning, Data Analysis, SQL, Linux, AWS",Associate,9,Finance,2024-09-19,2024-10-09,1433,4.3,Cloud AI Solutions
AI06738,Computational Scientist,73883,EUR,MI,FT,France,L,France,0,"Experiment Design, Mathematics, Data Analysis, Deep Learning",Associate,1,Real Estate,2024-10-08,2024-11-23,2254,6.0,Algorithmic Solutions
AI06739,Computer Vision Engineer,59700,USD,SE,FL,China,S,Switzerland,42,"Python, SQL, Kubernetes, Docker, CI/CD",PhD,2,Technology,2024-12-10,2025-02-07,2032,9.1,Digital Transformation LLC
AI06740,Human-AI Interaction Researcher,129457,EUR,MI,PT,Netherlands,S,Austria,89,"Experimentation, Academic Writing, Statistics, Python",Bachelor,16,Finance,2024-02-04,2024-03-22,1127,9.5,Future Systems
AI06741,Research Scientist,73735,USD,MI,PT,South Korea,L,Norway,33,"Python, Data Analysis, Research, Statistics",PhD,4,Energy,2024-02-10,2024-03-14,1268,9.2,Quantum Computing Inc
AI06742,Recommendation Systems Engineer,74139,USD,MI,FL,Norway,M,United Kingdom,16,"Docker, Linux, Kubernetes, AWS",Associate,1,Gaming,2025-03-23,2025-05-24,1277,8.5,Machine Intelligence Group
AI06743,Cognitive AI Scientist,188250,USD,SE,FL,Finland,L,Switzerland,69,"Research, Mathematics, Deep Learning, Experiment Design, Data Analysis",Bachelor,12,Technology,2024-09-21,2024-10-28,1280,9.2,Digital Transformation LLC
AI06744,AI Product Manager,89086,USD,EN,PT,India,M,India,0,"Stakeholder Communication, Leadership, Project Management, Agile",Associate,7,Retail,2025-02-27,2025-03-29,1995,5.3,Machine Intelligence Group
AI06745,Recommendation Systems Engineer,138786,USD,SE,FT,Spain,S,Spain,0,"SQL, Docker, Linux, PyTorch",Bachelor,11,Media,2024-09-21,2024-11-28,2050,9.0,Future Systems
AI06746,AI Product Manager,170446,USD,SE,FL,Switzerland,M,Finland,18,"Leadership, Project Management, Roadmapping",Master,9,Gaming,2024-11-17,2025-01-29,2245,5.0,Cognitive Computing
AI06747,Data Scientist,142149,USD,SE,PT,Singapore,S,Netherlands,8,"PyTorch, Research, Statistics, Python",Master,18,Retail,2024-06-26,2024-09-03,861,7.5,Cognitive Computing
AI06748,Head of AI,202462,USD,EN,FL,Austria,L,Canada,0,"Machine Learning, Python, Linux, AWS, Data Analysis",Associate,18,Education,2024-06-08,2024-08-11,1000,10.0,DataVision Ltd
AI06749,Applied AI Engineer,170759,USD,EX,FL,Japan,L,Japan,62,"Python, Linux, Git, TensorFlow",Bachelor,17,Manufacturing,2024-10-10,2024-11-19,2252,8.7,Autonomous Tech
AI06750,Recommendation Systems Engineer,272783,USD,MI,CT,Norway,S,Sweden,95,"Kubernetes, Docker, TensorFlow",Associate,19,Consulting,2024-09-04,2024-10-29,2040,5.1,Autonomous Tech
AI06751,ML Ops Engineer,150678,USD,MI,FL,Ireland,S,Germany,7,"Docker, AWS, Kubernetes",PhD,12,Media,2024-02-25,2024-03-20,1935,9.4,Future Systems
AI06752,AI Consultant,50232,EUR,SE,FL,France,S,France,0,"AWS, SQL, Machine Learning, Data Analysis, Python",PhD,0,Transportation,2025-02-17,2025-03-17,1381,8.7,Predictive Systems
AI06753,AI Consultant,76184,USD,EN,FT,Australia,L,Australia,96,"Machine Learning, Python, AWS, SQL, Linux",Master,1,Real Estate,2025-01-25,2025-03-10,1711,9.8,DataVision Ltd
AI06754,Machine Learning Engineer,108459,USD,MI,FT,Switzerland,M,Switzerland,0,"Linux, SQL, Kubernetes, Git, Python",Master,3,Finance,2024-05-14,2024-07-25,2432,5.8,Cloud AI Solutions
AI06755,AI Research Scientist,110258,USD,MI,FL,Denmark,L,Denmark,69,"Research, Python, Experiment Design",PhD,1,Consulting,2025-01-15,2025-02-25,1144,8.6,Quantum Computing Inc
AI06756,AI UX Designer,246263,USD,EN,FT,Switzerland,L,Switzerland,45,"Usability Testing, Prototyping, User Research",Bachelor,5,Energy,2025-01-06,2025-02-04,1033,5.8,AI Innovations
AI06757,Autonomous Systems Engineer,123262,USD,SE,FT,Switzerland,L,Canada,0,"Linux, PyTorch, SQL",Master,2,Technology,2025-04-30,2025-07-10,2227,8.2,TechCorp Inc
AI06758,Robotics Engineer,106789,USD,MI,FT,China,M,China,99,"TensorFlow, SQL, Docker",Associate,9,Automotive,2025-03-27,2025-04-26,2298,6.9,DeepTech Ventures
AI06759,Fraud Detection ML Engineer,113170,USD,EN,FL,Norway,L,Norway,100,"Kubernetes, Docker, SQL, TensorFlow",PhD,0,Energy,2025-04-20,2025-06-18,511,7.1,AI Innovations
AI06760,Autonomous Systems Engineer,50103,USD,EN,FT,Japan,S,South Korea,100,"TensorFlow, Linux, CI/CD, Python",Associate,2,Real Estate,2024-10-14,2024-12-08,1515,6.8,Cloud AI Solutions
AI06761,Head of AI,143316,EUR,EX,FL,Germany,S,Norway,52,"SQL, AWS, Data Analysis, Python, Linux",PhD,12,Telecommunications,2024-08-29,2024-10-02,1783,5.0,Cognitive Computing
AI06762,Deep Learning Engineer,199665,GBP,EN,CT,United Kingdom,L,United Kingdom,3,"AWS, Git, PyTorch, CI/CD, SQL",Bachelor,16,Education,2025-04-02,2025-05-24,1644,8.4,Quantum Computing Inc
AI06763,Computational Scientist,82301,USD,MI,CT,Finland,L,Finland,42,"PyTorch, Deep Learning, Experiment Design, Data Analysis, Research",PhD,4,Automotive,2024-04-07,2024-04-30,2187,8.8,Neural Networks Co
AI06764,Machine Learning Researcher,51991,USD,EN,FL,Japan,S,Japan,100,"Machine Learning, Statistics, Experimentation, Academic Writing, Python",PhD,2,Media,2024-11-19,2024-12-29,2466,9.3,Quantum Computing Inc
AI06765,ML Ops Engineer,145062,USD,EN,CT,United States,L,United States,0,"Kubernetes, Linux, Python, CI/CD, Docker",Bachelor,6,Technology,2025-01-10,2025-02-05,1095,7.3,Advanced Robotics
AI06766,Computer Vision Engineer,92018,GBP,SE,FT,United Kingdom,S,United Kingdom,51,"Git, Linux, Docker, CI/CD, Kubernetes",Bachelor,2,Manufacturing,2024-09-28,2024-11-01,1025,6.4,TechCorp Inc
AI06767,Computer Vision Engineer,100309,USD,SE,CT,Canada,M,Canada,84,"Git, Docker, Kubernetes",Master,3,Healthcare,2025-02-15,2025-04-27,2554,5.8,Autonomous Tech
AI06768,AI Data Curator,59710,USD,MI,CT,Sweden,L,Sweden,82,"SQL, Data Analysis, AWS, Linux, Python",Master,0,Automotive,2025-03-13,2025-04-10,867,7.3,Neural Networks Co
AI06769,Machine Learning Researcher,172979,USD,EX,CT,Canada,S,Canada,63,"Academic Writing, Experimentation, Python",Associate,17,Media,2025-04-17,2025-06-07,1291,9.1,Quantum Computing Inc
AI06770,Trust & Safety Engineer,95262,EUR,SE,FL,Germany,M,Germany,97,"Git, PyTorch, Docker, TensorFlow, SQL",Bachelor,4,Energy,2024-05-24,2024-07-13,1144,10.0,Digital Transformation LLC
AI06771,AI Software Engineer,68330,EUR,EN,PT,Netherlands,S,United States,70,"Linux, PyTorch, Kubernetes, AWS",PhD,0,Automotive,2024-12-02,2025-01-05,1385,6.1,DeepTech Ventures
AI06772,AI Consultant,98642,USD,MI,PT,Canada,S,Canada,49,"Data Analysis, Python, Machine Learning, SQL, AWS",Bachelor,7,Healthcare,2025-03-28,2025-05-16,1421,10.0,Predictive Systems
AI06773,AI Software Engineer,191432,USD,SE,FT,Sweden,L,Sweden,95,"Kubernetes, CI/CD, PyTorch, Linux, AWS",Bachelor,16,Media,2025-01-02,2025-02-26,1242,8.6,Quantum Computing Inc
AI06774,Robotics Engineer,64380,USD,MI,FL,Austria,L,Sweden,36,"Python, AWS, CI/CD, Kubernetes, TensorFlow",Master,2,Real Estate,2024-08-21,2024-09-18,813,6.0,Machine Intelligence Group
AI06775,ML Ops Engineer,66808,USD,EX,FT,Sweden,M,Sweden,86,"SQL, CI/CD, Linux",Master,1,Technology,2025-02-12,2025-03-25,2258,6.2,Cognitive Computing
AI06776,AI Specialist,180054,USD,EX,PT,Norway,S,Norway,0,"Linux, AWS, Python, SQL, Machine Learning",Master,6,Education,2024-09-20,2024-11-13,2024,6.7,Quantum Computing Inc
AI06777,AI Specialist,52817,USD,MI,FL,Canada,M,United States,10,"Data Analysis, Python, AWS, Linux, SQL",Master,1,Gaming,2024-06-09,2024-06-28,1288,6.0,Cognitive Computing
AI06778,Data Scientist,73536,USD,MI,FT,United States,L,United States,68,"Research, Deep Learning, Python, PyTorch",PhD,1,Healthcare,2024-05-27,2024-06-21,1481,7.5,Quantum Computing Inc
AI06779,AI Research Scientist,123951,USD,SE,PT,Sweden,S,Sweden,0,"Data Analysis, Research, Statistics, Mathematics",Master,6,Media,2024-06-11,2024-08-03,1275,6.2,TechCorp Inc
AI06780,AI Research Scientist,128538,USD,MI,PT,Singapore,M,Singapore,16,"Mathematics, Data Analysis, Statistics",Bachelor,5,Finance,2024-03-28,2024-04-26,572,5.0,Predictive Systems
AI06781,NLP Engineer,84945,USD,EN,PT,Denmark,M,Australia,37,"Docker, SQL, PyTorch",Master,0,Consulting,2024-06-27,2024-08-15,1094,6.5,Machine Intelligence Group
AI06782,Autonomous Systems Engineer,172109,USD,MI,CT,China,M,China,82,"Git, AWS, CI/CD, Kubernetes, Python",Master,10,Retail,2025-04-08,2025-05-30,2222,7.2,Neural Networks Co
AI06783,AI Specialist,84123,USD,SE,FL,Norway,M,Norway,30,"AWS, Data Analysis, Python, SQL, Machine Learning",Master,0,Gaming,2025-02-14,2025-03-18,2482,8.7,DataVision Ltd
AI06784,AI Research Scientist,66881,USD,SE,CT,South Korea,S,South Korea,0,"Data Analysis, Python, Statistics",Associate,4,Retail,2024-12-09,2025-02-16,1114,9.6,AI Innovations
AI06785,Data Scientist,47304,USD,MI,PT,India,M,India,100,"Deep Learning, Mathematics, Experiment Design, PyTorch, Python",PhD,0,Transportation,2025-03-04,2025-05-12,1956,8.8,Predictive Systems
AI06786,AI Governance Manager,64671,USD,EN,FL,Austria,L,Australia,60,"Strategy, Stakeholder Communication, Roadmapping, Agile, Leadership",Associate,3,Retail,2025-02-26,2025-04-01,2404,7.7,Digital Transformation LLC
AI06787,AI Research Scientist,104707,USD,SE,PT,Austria,M,France,30,"Research, Python, Deep Learning, Data Analysis, Mathematics",Master,7,Manufacturing,2025-01-17,2025-02-02,1314,5.5,Future Systems
AI06788,AI Consultant,109430,USD,EN,FL,Norway,S,Norway,1,"Machine Learning, Data Analysis, SQL, Python, AWS",Associate,3,Finance,2024-09-11,2024-11-06,2088,8.2,Advanced Robotics
AI06789,Data Scientist,57239,USD,EN,FT,Singapore,M,United States,39,"Python, Mathematics, Data Analysis, Research",PhD,0,Media,2024-02-16,2024-03-24,2379,5.1,AI Innovations
AI06790,Data Scientist,237883,USD,SE,FL,Singapore,S,Singapore,100,"Mathematics, Data Analysis, Research",Bachelor,18,Media,2024-02-27,2024-04-01,826,6.1,TechCorp Inc
AI06791,AI Business Analyst,161344,EUR,SE,PT,Netherlands,L,Netherlands,39,"Data Visualization, Power BI, Tableau",PhD,6,Telecommunications,2025-02-12,2025-03-06,1013,5.8,TechCorp Inc
AI06792,Autonomous Systems Engineer,50962,USD,EN,FT,South Korea,L,Ireland,14,"Python, Kubernetes, SQL, PyTorch",Associate,0,Consulting,2024-05-23,2024-07-03,983,9.0,Future Systems
AI06793,Head of AI,68210,USD,SE,CT,Singapore,S,Singapore,86,"Data Analysis, SQL, Python, Machine Learning, AWS",Bachelor,0,Automotive,2024-12-04,2025-01-20,716,8.6,TechCorp Inc
AI06794,AI Data Curator,98412,EUR,SE,CT,Germany,L,Germany,12,"Python, Machine Learning, Linux, Data Analysis, AWS",PhD,2,Retail,2024-12-28,2025-02-11,715,8.2,Future Systems
AI06795,Computer Vision Engineer,65825,USD,MI,FT,Ireland,L,Ireland,1,"TensorFlow, SQL, PyTorch, Kubernetes",PhD,3,Media,2025-04-11,2025-05-30,2275,7.1,AI Innovations
AI06796,Machine Learning Engineer,149936,USD,EN,PT,Finland,M,India,69,"Docker, Git, Python, PyTorch",Associate,15,Manufacturing,2025-03-29,2025-04-27,1963,9.2,DataVision Ltd
AI06797,Head of AI,153101,USD,EN,FL,Denmark,M,Singapore,86,"AWS, SQL, Machine Learning, Linux, Data Analysis",Bachelor,5,Retail,2024-07-14,2024-08-03,2443,6.3,TechCorp Inc
AI06798,Machine Learning Researcher,84050,USD,MI,PT,Australia,S,Australia,0,"Python, Academic Writing, Statistics, Machine Learning",Master,3,Gaming,2024-02-12,2024-04-16,2094,5.4,Cloud AI Solutions
AI06799,ML Ops Engineer,59366,USD,MI,PT,India,M,India,91,"Python, Git, SQL, Kubernetes, AWS",Master,3,Real Estate,2024-10-18,2024-12-29,783,8.7,Neural Networks Co
AI06800,Data Engineer,97171,USD,EN,FL,Austria,L,Austria,97,"TensorFlow, PyTorch, Python, AWS, CI/CD",Bachelor,6,Government,2024-11-12,2025-01-20,1572,7.4,Machine Intelligence Group
AI06801,AI Safety Researcher,113707,GBP,MI,FL,United Kingdom,M,United States,100,"Machine Learning, Statistics, Academic Writing",Master,3,Telecommunications,2024-01-13,2024-03-12,667,5.9,Smart Analytics
AI06802,Data Engineer,58847,USD,MI,FL,Ireland,S,Ireland,99,"AWS, CI/CD, Linux, TensorFlow, SQL",Master,4,Government,2024-11-20,2024-12-14,2523,7.9,Machine Intelligence Group
AI06803,NLP Engineer,157257,USD,SE,PT,Singapore,S,Singapore,37,"SQL, Docker, TensorFlow, Linux",Bachelor,16,Telecommunications,2024-04-30,2024-07-02,1734,8.5,Future Systems
AI06804,Research Scientist,79856,EUR,SE,FT,France,L,United States,35,"Experiment Design, PyTorch, Deep Learning, Mathematics, Statistics",Associate,0,Real Estate,2025-03-05,2025-03-22,1512,5.2,Neural Networks Co
AI06805,AI Consultant,98092,USD,SE,FT,Ireland,S,Ireland,59,"Data Analysis, Linux, SQL, Machine Learning, Python",Associate,8,Automotive,2024-01-23,2024-03-28,1878,8.2,Machine Intelligence Group
AI06806,AI Software Engineer,134859,USD,EN,FL,South Korea,M,South Korea,63,"TensorFlow, Linux, Python",Associate,13,Healthcare,2025-04-13,2025-05-04,1060,4.7,Smart Analytics
AI06807,AI Software Engineer,69337,USD,EN,PT,Spain,S,Spain,3,"Kubernetes, AWS, Linux",Associate,5,Manufacturing,2024-02-29,2024-04-22,810,9.1,Neural Networks Co
AI06808,AI Solutions Engineer,200653,EUR,MI,PT,France,L,Switzerland,61,"AWS, Linux, Git, SQL",Bachelor,19,Education,2024-01-13,2024-03-10,2485,5.2,Advanced Robotics
AI06809,AI Architect,104297,USD,MI,PT,South Korea,M,South Korea,0,"Cloud Architecture, AWS, Security, System Design, Microservices",Master,6,Manufacturing,2024-07-23,2024-09-11,1036,9.0,Advanced Robotics
AI06810,AI Product Manager,61082,USD,MI,PT,India,L,India,46,"Strategy, Leadership, Roadmapping, Stakeholder Communication",PhD,3,Healthcare,2024-12-18,2025-02-28,812,7.6,DeepTech Ventures
AI06811,Edge AI Engineer,138030,USD,MI,FT,Finland,S,Finland,40,"TensorFlow, Docker, Kubernetes, Git, AWS",Associate,19,Healthcare,2024-10-09,2024-12-12,807,5.5,Autonomous Tech
AI06812,AI Cloud Engineer,46512,USD,MI,CT,Spain,S,Sweden,36,"Linux, PyTorch, CI/CD, Python, Git",PhD,1,Consulting,2025-02-15,2025-04-25,1313,5.2,Quantum Computing Inc
AI06813,AI Ethics Specialist,124100,GBP,EN,PT,United Kingdom,M,United Kingdom,16,"Machine Learning, SQL, Linux, Data Analysis, Python",PhD,7,Telecommunications,2024-02-21,2024-04-16,1540,5.9,Cloud AI Solutions
AI06814,Data Engineer,143615,USD,EN,PT,Norway,M,Canada,1,"PyTorch, Docker, AWS, Kubernetes, Python",Bachelor,4,Real Estate,2025-04-03,2025-05-31,831,9.5,Predictive Systems
AI06815,AI Consultant,101939,USD,MI,FL,South Korea,M,Sweden,100,"Machine Learning, AWS, Linux, Python, SQL",Associate,9,Consulting,2024-04-04,2024-05-16,1517,8.2,TechCorp Inc
AI06816,Prompt Engineer,73206,USD,EN,CT,Norway,M,Sweden,53,"Docker, Python, CI/CD, Linux",Bachelor,0,Retail,2024-01-04,2024-02-28,1733,9.4,TechCorp Inc
AI06817,AI Research Scientist,56770,USD,SE,FT,Austria,S,Austria,10,"Mathematics, Statistics, Experiment Design",Bachelor,2,Retail,2024-12-10,2025-02-19,1404,8.6,DeepTech Ventures
AI06818,Data Engineer,148618,EUR,EN,FL,France,L,France,41,"SQL, Kubernetes, Git",PhD,13,Healthcare,2024-09-19,2024-10-23,2002,9.6,Cognitive Computing
AI06819,Fraud Detection ML Engineer,50479,USD,MI,CT,South Korea,M,South Korea,17,"SQL, Git, CI/CD, Docker, AWS",Associate,0,Healthcare,2025-04-04,2025-05-08,896,10.0,Algorithmic Solutions
AI06820,Edge AI Engineer,225366,USD,MI,FL,Australia,L,Australia,47,"Python, Linux, Docker, Git, AWS",Master,11,Government,2024-11-18,2024-12-25,1583,8.3,Future Systems
AI06821,Data Engineer,169308,USD,EN,PT,Switzerland,L,Switzerland,7,"AWS, Linux, TensorFlow, Git, SQL",Master,3,Education,2025-02-18,2025-04-17,1500,8.7,Cloud AI Solutions
AI06822,AI Governance Manager,94188,USD,MI,FL,Japan,M,Japan,3,"Leadership, Roadmapping, Project Management, Stakeholder Communication",Bachelor,7,Retail,2024-10-18,2024-11-12,1528,6.5,Quantum Computing Inc
AI06823,Deep Learning Engineer,158600,USD,SE,FL,Ireland,L,Ireland,64,"AWS, SQL, TensorFlow, Python, CI/CD",Master,10,Transportation,2024-09-15,2024-11-01,1113,7.3,Smart Analytics
AI06824,Autonomous Systems Engineer,88651,USD,MI,CT,China,M,China,0,"CI/CD, AWS, Python, SQL",Master,7,Telecommunications,2024-12-05,2025-01-27,1783,8.1,AI Innovations
AI06825,Data Analyst,54817,EUR,MI,PT,Germany,M,Germany,60,"Power BI, Excel, Statistics, Python",Master,0,Media,2024-07-01,2024-09-10,457,10.0,Predictive Systems
AI06826,Research Scientist,267062,USD,SE,PT,Denmark,S,United States,64,"Deep Learning, Research, PyTorch, Python, Statistics",Associate,10,Automotive,2025-03-07,2025-04-12,2153,7.7,Advanced Robotics
AI06827,Head of AI,203765,USD,MI,PT,Denmark,S,Denmark,1,"Python, AWS, Data Analysis, SQL, Linux",Associate,13,Finance,2025-01-28,2025-04-11,1078,7.4,Smart Analytics
AI06828,AI Product Manager,140449,USD,EN,FT,Singapore,S,Singapore,0,"Leadership, Project Management, Stakeholder Communication, Strategy",Master,8,Real Estate,2025-03-17,2025-05-29,648,7.6,Machine Intelligence Group
AI06829,AI Safety Researcher,84348,EUR,MI,CT,Germany,M,Germany,57,"Statistics, Python, Experimentation",Bachelor,4,Consulting,2024-05-13,2024-05-30,1993,6.8,Digital Transformation LLC
AI06830,Human-AI Interaction Researcher,214229,USD,EX,PT,Denmark,M,Denmark,0,"Experimentation, Machine Learning, Python",Associate,17,Automotive,2024-08-21,2024-10-11,2140,8.3,AI Innovations
AI06831,AI Software Engineer,178598,USD,MI,FT,Denmark,S,Denmark,84,"AWS, TensorFlow, Docker, CI/CD",Associate,7,Automotive,2024-09-04,2024-11-11,1315,5.1,TechCorp Inc
AI06832,Machine Learning Researcher,229071,USD,EN,FL,Singapore,L,Singapore,100,"Python, Machine Learning, Experimentation",Bachelor,11,Gaming,2024-02-19,2024-04-01,1966,3.8,AI Innovations
AI06833,Principal Data Scientist,107766,USD,SE,PT,Japan,L,Austria,58,"Mathematics, Research, Experiment Design",Master,8,Energy,2024-10-10,2024-12-09,2204,6.3,DataVision Ltd
AI06834,AI Specialist,97973,USD,MI,FL,Singapore,S,Singapore,90,"AWS, Machine Learning, SQL, Data Analysis, Linux",Bachelor,4,Healthcare,2024-03-27,2024-05-13,1064,7.9,TechCorp Inc
AI06835,NLP Engineer,51779,USD,EN,FL,Spain,L,Spain,100,"Git, SQL, CI/CD",Bachelor,1,Technology,2025-01-03,2025-02-20,1538,7.0,Neural Networks Co
AI06836,Healthcare AI Engineer,43212,USD,MI,FT,Spain,S,Australia,52,"TensorFlow, Python, AWS, PyTorch",Associate,1,Retail,2024-08-10,2024-09-02,706,8.2,Smart Analytics
AI06837,Human-AI Interaction Researcher,70165,USD,SE,FL,India,L,India,0,"Experimentation, Statistics, Python, Academic Writing",Master,3,Government,2024-04-18,2024-05-28,1691,7.7,DeepTech Ventures
AI06838,Data Scientist,198323,USD,SE,FT,United States,L,United States,67,"PyTorch, Research, Statistics, Mathematics, Data Analysis",Bachelor,19,Consulting,2025-04-24,2025-05-13,1803,6.4,DeepTech Ventures
AI06839,NLP Engineer,79902,USD,MI,FL,Singapore,L,Singapore,0,"PyTorch, Git, SQL, Docker, Kubernetes",Associate,0,Gaming,2024-04-16,2024-06-14,1470,5.3,TechCorp Inc
AI06840,Data Engineer,151374,USD,SE,PT,Japan,M,India,100,"Linux, Git, AWS, Docker",Associate,18,Government,2025-04-26,2025-05-28,1640,6.6,Quantum Computing Inc
AI06841,AI Software Engineer,139006,USD,MI,FL,Norway,M,Norway,7,"Python, Git, AWS, Kubernetes, PyTorch",Master,3,Retail,2025-02-10,2025-04-11,417,5.4,Machine Intelligence Group
AI06842,AI Software Engineer,69002,USD,SE,PT,Australia,S,Australia,81,"Docker, Kubernetes, Python, Linux, CI/CD",Associate,1,Finance,2024-01-28,2024-03-21,1359,7.7,Smart Analytics
AI06843,Machine Learning Engineer,132860,GBP,SE,PT,United Kingdom,M,United Kingdom,0,"Docker, SQL, Kubernetes, PyTorch",Master,9,Technology,2024-07-01,2024-07-16,1091,8.7,Advanced Robotics
AI06844,AI Specialist,128340,USD,EX,PT,Spain,L,Spain,91,"Data Analysis, SQL, AWS, Python, Machine Learning",Master,12,Healthcare,2024-08-21,2024-09-30,673,9.5,Machine Intelligence Group
AI06845,AI Specialist,85880,GBP,SE,PT,United Kingdom,L,Japan,100,"Linux, AWS, SQL, Python, Data Analysis",Associate,1,Retail,2024-02-19,2024-04-16,1048,8.1,Neural Networks Co
AI06846,Machine Learning Researcher,115398,EUR,SE,FT,Netherlands,M,Netherlands,95,"Statistics, Experimentation, Academic Writing",Master,4,Retail,2025-04-02,2025-04-19,988,4.8,Predictive Systems
AI06847,Head of AI,32751,USD,EN,CT,India,S,India,94,"Python, AWS, Linux, Machine Learning, SQL",Associate,1,Government,2024-11-11,2025-01-01,696,9.5,Digital Transformation LLC
AI06848,Computer Vision Engineer,89882,USD,EN,CT,Finland,S,Finland,17,"CI/CD, Kubernetes, TensorFlow, Python",Master,5,Automotive,2024-08-21,2024-09-28,1667,8.1,DeepTech Ventures
AI06849,Prompt Engineer,97417,USD,MI,CT,Singapore,S,Singapore,18,"SQL, CI/CD, Docker, Python, Git",PhD,5,Consulting,2024-02-19,2024-04-06,857,8.8,Digital Transformation LLC
AI06850,Research Scientist,68201,USD,SE,PT,South Korea,M,South Korea,57,"Experiment Design, Statistics, Mathematics, Research, Deep Learning",Bachelor,2,Gaming,2024-04-12,2024-06-10,2326,7.0,Predictive Systems
AI06851,Machine Learning Engineer,94343,EUR,MI,PT,Netherlands,S,Netherlands,80,"CI/CD, PyTorch, Git",Associate,2,Transportation,2024-04-22,2024-06-28,1382,8.3,DeepTech Ventures
AI06852,AI Consultant,87333,USD,SE,PT,Sweden,S,Sweden,57,"Linux, Machine Learning, SQL, Python, AWS",PhD,3,Technology,2024-02-25,2024-04-21,1475,6.6,Algorithmic Solutions
AI06853,Data Analyst,111036,USD,EN,CT,China,S,China,100,"Excel, Python, Statistics, SQL",Bachelor,13,Automotive,2024-01-31,2024-02-16,632,9.8,TechCorp Inc
AI06854,Model Evaluation Engineer,103504,USD,MI,FL,Singapore,L,Singapore,100,"TensorFlow, SQL, Git, Python, AWS",Associate,4,Telecommunications,2024-11-04,2024-11-29,1531,7.4,TechCorp Inc
AI06855,AI Data Curator,57073,USD,EN,PT,Japan,L,Japan,31,"Data Analysis, Linux, Python, AWS, Machine Learning",Associate,4,Gaming,2025-01-06,2025-02-13,1692,8.6,Quantum Computing Inc
AI06856,AI Architect,119899,USD,MI,FL,Ireland,S,Ireland,100,"Security, Kubernetes, Microservices, AWS",PhD,19,Education,2024-11-21,2025-01-17,1114,9.6,Cloud AI Solutions
AI06857,Autonomous Systems Engineer,58710,USD,EX,CT,Japan,L,Austria,43,"TensorFlow, CI/CD, Docker, SQL",Master,1,Retail,2025-03-19,2025-05-28,2371,5.9,DeepTech Ventures
AI06858,Deep Learning Engineer,128878,USD,EN,FL,Austria,S,Austria,50,"Python, Kubernetes, CI/CD, SQL, TensorFlow",Associate,10,Healthcare,2024-03-02,2024-05-02,1932,10.0,TechCorp Inc
AI06859,Model Evaluation Engineer,257962,USD,MI,FL,Canada,L,Canada,100,"SQL, CI/CD, Git, Kubernetes",Associate,10,Real Estate,2025-03-15,2025-04-10,1837,8.3,Digital Transformation LLC
AI06860,AI Governance Manager,73223,GBP,EX,FL,United Kingdom,L,United Kingdom,36,"Roadmapping, Leadership, Project Management",PhD,0,Telecommunications,2024-02-20,2024-03-08,1607,7.1,Future Systems
AI06861,Principal Data Scientist,58005,USD,SE,FL,Spain,M,Spain,12,"Statistics, Deep Learning, PyTorch, Python, Mathematics",Associate,3,Transportation,2024-12-30,2025-01-18,2463,8.8,Predictive Systems
AI06862,Data Engineer,234273,USD,EN,PT,Denmark,S,Canada,96,"Kubernetes, Linux, SQL, Docker",Master,19,Healthcare,2024-11-07,2024-12-30,1728,5.5,Autonomous Tech
AI06863,NLP Engineer,155882,USD,MI,FL,Spain,S,Spain,100,"Python, SQL, AWS",Master,16,Consulting,2024-03-30,2024-04-29,1295,6.7,AI Innovations
AI06864,Cognitive AI Scientist,118513,EUR,SE,PT,France,L,France,0,"Mathematics, Data Analysis, Experiment Design, Python",Master,2,Education,2024-02-15,2024-03-13,818,4.2,Neural Networks Co
